,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,25,7,7,10/23/2022,WAS,,GNB,"W, 23-21",*,20,33,11,32.4,182,5.5,81,4.1,2.5,120,6,0,1,0,1,3.1,6,18.8,12,5,8,14,40,1,5,2,4,0,4,2,0,0,0,
2,26,8,8,10/30/2022,WAS,@,IND,"W, 17-16",*,23,31,13,39.4,180,5.8,119,5.2,3.8,160,7,1,1,0,0,0,5,16.7,5,1,5,8,21.1,5,5.6,6,29,2,22,3.7,7,1.2,0,
3,27,9,9,11/6/2022,WAS,,MIN,"L, 17-20",*,15,28,9,29,230,8.2,107,7.1,3.8,42,2.8,4,2,0,0,0,5,19.2,4,2,4,9,26.5,3,6,4,17,0,10,2.5,7,1.8,1,4
4,28,10,10,11/14/2022,WAS,@,PHI,"W, 32-21",*,17,29,9,28.1,280,9.7,141,8.3,4.9,70,4.1,0,2,2,0,0,3,12,10,4,1,8,24.2,1,5,5,10,2,6,1.2,4,0.8,0,
5,29,11,11,11/20/2022,WAS,@,HOU,"W, 23-10",*,15,27,10,37,240,8.9,115,7.7,4.3,76,5.1,0,4,0,2,8.7,6,26.1,5,2,6,8,28.6,1,4,3,2,0,2,0.7,0,0,0,
6,30,12,12,11/27/2022,WAS,,ATL,"W, 19-13",*,14,23,8,34.8,146,6.3,89,6.4,3.9,49,3.5,1,1,0,1,4.5,4,18.2,2,0,2,2,8.7,0,,1,-1,0,-1,-1,0,0,0,
7,31,13,13,12/4/2022,WAS,@,NYG,"T, 20-20 (OT)",*,27,41,13,28.3,319,7.8,124,4.6,3,151,5.6,0,1,0,0,0,8,20,13,4,7,16,34,1,7,2,6,0,6,3,0,0,0,
8,32,14,15,12/18/2022,WAS,,NYG,"L, 12-20",*,17,29,10,31.3,327,11.3,168,9.9,5.8,81,4.8,1,2,0,1,3.7,4,14.8,9,3,5,11,32.4,2,12,3,33,2,26,8.7,7,2.3,0,
9,33,15,16,12/24/2022,WAS,@,SFO,"L, 20-37",*,13,18,10,50,195,10.8,131,10.1,7.3,35,2.7,0,0,0,1,5.6,3,16.7,3,1,2,5,25,0,,2,-4,0,-4,-2,0,0,0,
,,,,,,,,5/3/2001,,161,259,93,33.5,2099,8.1,1075,6.7,4.2,784,4.9,7,14,2,6,2.5,44,18.1,63,22,40,81,27.7,14,6.5,28,96,6,71,2.5,25,0.9,1,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
